customer_id,plan_type,region,acquisition_channel,tenure_months,monthly_fee,monthly_usage_gb,support_tickets_90d,payment_delay_days,monthly_revenue,churned,usage_segment,value_segment,risk_band
105290,Prepaid,West,Store,64,20.54,6.81,2,1,20.54,1,Moderate,Mid,Medium
105291,Postpaid,North,App,19,34.81,22.83,1,2,39.36,1,Heavy,High,Medium
105292,Family,Central,Partner,44,40.73,34.37,1,4,50.12,0,Heavy,High,Medium
105293,Postpaid,South,App,60,30.5,14.01,0,0,31.35,0,Moderate,Mid,Low
105294,Family,North,Partner,49,33.93,25.9,0,5,39.77,0,Heavy,High,Medium
105295,Postpaid,Central,App,30,33.98,2.78,2,4,33.98,0,Light,Mid,Elevated
105296,Business,East,Web,1,49.66,28.56,0,2,56.61,1,Heavy,High,Low
105297,Prepaid,South,App,17,22.99,5.0,3,3,22.99,0,Light,Mid,Elevated
105298,Prepaid,South,Partner,42,21.33,10.17,1,3,21.33,1,Moderate,Mid,Medium
105299,Prepaid,North,Web,69,21.35,3.38,2,3,21.35,0,Light,Mid,Medium
105300,Postpaid,South,App,3,37.06,12.21,4,2,37.15,0,Moderate,High,Elevated
105301,Postpaid,South,App,12,27.28,19.23,1,3,30.32,1,Heavy,Mid,Medium
105302,Family,East,Store,26,47.01,21.59,0,3,51.04,0,Heavy,High,Medium
105303,Prepaid,East,App,57,15.28,10.48,2,4,15.28,1,Moderate,Low,Elevated
105304,Prepaid,Central,App,69,8.45,4.51,3,2,8.45,0,Light,Low,Medium
105305,Postpaid,Central,Partner,13,32.13,6.16,1,2,32.13,0,Moderate,Mid,Medium
105306,Business,South,Store,42,53.11,24.12,2,4,58.2,0,Heavy,High,Elevated
105307,Prepaid,Central,App,70,12.57,9.56,2,3,12.57,1,Moderate,Low,Medium
105308,Prepaid,Central,Store,72,11.6,10.98,1,3,11.6,0,Moderate,Low,Medium
105309,Prepaid,Central,App,57,22.47,13.09,0,3,22.93,1,Moderate,Mid,Medium
105310,Postpaid,West,Web,57,36.26,19.2,4,2,39.29,1,Heavy,High,Elevated
105311,Prepaid,North,App,20,20.56,4.8,1,1,20.56,0,Light,Mid,Low
105312,Postpaid,North,App,23,31.47,12.89,2,1,31.85,0,Moderate,Mid,Medium
105313,Postpaid,Central,App,71,26.48,20.24,1,2,29.94,0,Heavy,Mid,Medium
105314,Postpaid,East,Partner,45,25.56,11.97,1,8,25.56,0,Moderate,Mid,Elevated
105315,Postpaid,Central,App,9,36.18,19.12,0,0,39.17,0,Heavy,High,Low
105316,Prepaid,West,Web,5,22.08,10.1,0,1,22.08,0,Moderate,Mid,Low
105317,Family,South,Store,62,37.04,38.34,2,4,48.1,1,Power,High,Elevated
105318,Postpaid,South,Web,10,31.47,17.71,2,2,33.87,1,Heavy,Mid,Medium
105319,Prepaid,Central,App,51,19.85,1.19,2,4,19.85,0,Light,Low,Elevated
105320,Prepaid,North,Web,24,23.18,4.11,0,4,23.18,0,Light,Mid,Medium
105321,Postpaid,West,Partner,13,34.54,18.15,0,5,37.12,1,Heavy,High,Medium
105322,Family,Central,App,9,42.57,29.87,2,2,50.07,1,Heavy,High,Medium
105323,Prepaid,North,App,40,19.64,10.08,1,1,19.64,1,Moderate,Low,Low
105324,Prepaid,South,Partner,58,16.89,9.41,1,2,16.89,1,Moderate,Low,Medium
105325,Prepaid,East,App,1,17.58,5.64,0,3,17.58,1,Moderate,Low,Medium
105326,Postpaid,Central,Web,51,19.51,5.64,1,4,19.51,0,Moderate,Low,Medium
105327,Business,East,Web,42,68.27,17.52,1,2,70.59,0,Heavy,VIP,Medium
105328,Postpaid,North,App,58,25.42,4.41,0,2,25.42,0,Light,Mid,Low
105329,Postpaid,North,App,42,17.5,1.92,2,5,17.5,0,Light,Low,Elevated
105330,Family,South,App,10,33.5,14.29,2,2,34.47,0,Moderate,Mid,Medium
105331,Family,South,Store,30,20.7,7.49,1,1,20.7,0,Moderate,Mid,Low
105332,Prepaid,South,Store,72,18.71,3.98,0,0,18.71,0,Light,Low,Low
105333,Prepaid,Central,Web,60,15.63,9.39,3,1,15.63,1,Moderate,Low,Medium
105334,Postpaid,North,Store,26,33.39,12.18,1,4,33.47,0,Moderate,Mid,Medium
105335,Family,West,Web,68,46.09,26.4,2,1,52.14,0,Heavy,High,Medium
105336,Postpaid,Central,App,1,33.14,18.8,2,3,35.99,0,Heavy,High,Medium
105337,Postpaid,West,App,39,32.09,21.8,1,6,36.21,0,Heavy,High,Elevated
105338,Family,West,App,56,36.23,21.85,3,5,40.37,0,Heavy,High,Elevated
105339,Prepaid,North,App,49,15.44,0.2,2,4,15.44,0,Light,Low,Elevated
105340,Prepaid,East,App,13,20.13,14.97,1,2,21.38,1,Moderate,Mid,Medium
105341,Prepaid,South,Partner,11,17.98,16.36,0,3,19.81,1,Heavy,Low,Medium
105342,Family,South,App,54,46.62,18.83,1,3,49.48,0,Heavy,High,Medium
105343,Postpaid,East,App,72,42.53,25.06,1,1,48.01,0,Heavy,High,Low
105344,Prepaid,North,Web,56,22.52,7.47,1,2,22.52,0,Moderate,Mid,Medium
105345,Prepaid,South,Web,62,26.88,12.7,1,2,27.17,0,Moderate,Mid,Medium
105346,Family,West,Store,66,37.24,22.21,3,2,41.53,0,Heavy,High,Medium
105347,Family,East,App,69,41.01,24.84,1,7,46.4,0,Heavy,High,Elevated
105348,Postpaid,North,App,57,38.63,7.18,2,7,38.63,1,Moderate,High,Elevated
105349,Prepaid,North,App,57,19.84,14.41,0,1,20.85,0,Moderate,Mid,Low
105350,Family,South,App,57,39.06,12.86,1,5,39.42,0,Moderate,High,Elevated
105351,Family,East,App,24,42.62,23.92,1,1,47.63,0,Heavy,High,Low
105352,Postpaid,East,Web,39,35.55,18.2,2,5,38.15,0,Heavy,High,Elevated
105353,Postpaid,North,Partner,16,33.39,14.6,2,1,34.48,0,Moderate,Mid,Medium
105354,Family,West,App,39,55.2,33.27,0,2,64.13,1,Heavy,VIP,Low
105355,Business,Central,App,37,51.96,20.1,0,1,55.37,1,Heavy,High,Low
105356,Postpaid,East,Partner,5,42.34,13.67,0,3,43.04,0,Moderate,High,Medium
105357,Postpaid,East,Store,6,33.67,5.31,2,1,33.67,1,Moderate,Mid,Medium
105358,Postpaid,West,Web,69,24.71,22.56,3,0,29.14,0,Heavy,Mid,Medium
105359,Family,Central,Partner,40,31.26,14.51,2,5,32.31,0,Moderate,Mid,Elevated
105360,Postpaid,Central,Web,3,31.56,5.24,2,1,31.56,0,Moderate,Mid,Medium
105361,Prepaid,North,Web,27,17.23,6.09,2,2,17.23,1,Moderate,Low,Medium
105362,Prepaid,South,App,65,15.95,7.47,0,2,15.95,0,Moderate,Low,Low
105363,Family,North,Partner,53,31.98,10.51,2,8,31.98,1,Moderate,Mid,Critical
105364,Family,West,Web,60,35.52,19.06,0,0,38.48,0,Heavy,High,Low
105365,Business,North,App,46,52.68,38.06,1,4,63.63,0,Power,VIP,Medium
105366,Postpaid,Central,Store,51,19.33,24.29,0,0,24.49,0,Heavy,Mid,Low
105367,Family,North,App,18,47.56,18.03,1,4,50.09,0,Heavy,High,Medium
105368,Family,West,Store,61,46.34,18.89,1,2,49.24,1,Heavy,High,Medium
105369,Prepaid,South,App,53,22.12,0.2,0,3,22.12,0,Light,Mid,Medium
105370,Prepaid,East,Store,18,26.03,3.87,2,5,26.03,0,Light,Mid,Elevated
105371,Business,East,Store,23,69.64,26.89,1,1,75.89,0,Heavy,VIP,Low
105372,Prepaid,West,Store,56,18.02,12.15,3,2,18.08,0,Moderate,Low,Medium
105373,Postpaid,East,Web,18,30.55,33.05,0,2,39.39,0,Heavy,High,Low
105374,Postpaid,East,App,49,22.59,15.97,1,4,24.25,0,Heavy,Mid,Medium
105375,Postpaid,West,App,31,24.96,12.26,0,2,25.07,0,Moderate,Mid,Low
105376,Prepaid,Central,Store,21,18.97,13.2,0,4,19.47,0,Moderate,Low,Medium
105377,Family,West,Store,12,36.77,9.71,1,1,36.77,1,Moderate,High,Low
105378,Prepaid,West,Partner,52,16.33,2.95,0,1,16.33,1,Light,Low,Low
105379,Family,East,App,24,40.61,11.66,1,2,40.61,0,Moderate,High,Medium
105380,Prepaid,Central,Store,41,14.94,15.06,1,0,16.22,1,Heavy,Low,Low
105381,Postpaid,East,Partner,19,29.24,18.71,0,3,32.06,0,Heavy,Mid,Medium
105382,Family,Central,Web,11,31.07,16.15,1,5,32.82,0,Heavy,Mid,Elevated
105383,Prepaid,West,App,2,16.7,8.27,1,1,16.7,0,Moderate,Low,Low
105384,Prepaid,North,App,68,20.84,5.29,1,3,20.84,0,Moderate,Mid,Medium
105385,Family,North,Web,22,29.29,22.33,0,2,33.63,1,Heavy,Mid,Low
105386,Prepaid,West,App,42,22.27,9.94,4,4,22.27,0,Moderate,Mid,Elevated
105387,Prepaid,West,App,34,18.35,7.51,2,2,18.35,1,Moderate,Low,Medium
105388,Postpaid,West,Store,27,27.78,20.12,4,3,31.19,0,Heavy,Mid,Elevated
105389,Business,Central,App,60,48.53,17.75,1,6,50.94,0,Heavy,High,Elevated
105390,Postpaid,East,Store,66,29.6,4.63,2,5,29.6,0,Light,Mid,Elevated
105391,Postpaid,South,Partner,13,23.6,15.96,2,4,25.26,1,Heavy,Mid,Elevated
105392,Business,East,Partner,3,57.41,24.59,4,4,62.7,1,Heavy,VIP,Elevated
105393,Postpaid,North,Store,24,38.73,10.4,2,2,38.73,0,Moderate,High,Medium
105394,Postpaid,East,Partner,8,26.2,8.22,0,3,26.2,1,Moderate,Mid,Medium
105395,Postpaid,Central,Web,3,16.66,1.54,1,2,16.66,1,Light,Low,Medium
105396,Prepaid,North,Partner,58,20.24,16.04,0,0,21.93,1,Heavy,Mid,Low
105397,Prepaid,Central,Web,6,9.37,2.71,0,3,9.37,0,Light,Low,Medium
105398,Postpaid,West,Partner,6,29.59,21.86,1,5,33.73,1,Heavy,Mid,Elevated
105399,Prepaid,North,App,26,30.05,7.86,1,3,30.05,0,Moderate,Mid,Medium
105400,Postpaid,Central,App,41,35.52,22.14,0,2,39.78,0,Heavy,High,Low
105401,Prepaid,West,App,36,16.48,7.53,1,3,16.48,0,Moderate,Low,Medium
105402,Postpaid,East,Web,54,21.05,3.54,0,1,21.05,0,Light,Mid,Low
105403,Prepaid,South,Partner,54,19.72,2.32,1,1,19.72,0,Light,Low,Low
105404,Postpaid,South,Partner,2,20.83,18.63,0,4,23.62,0,Heavy,Mid,Medium
105405,Family,West,Web,55,35.46,15.94,1,1,37.12,0,Heavy,High,Low
105406,Postpaid,South,Web,4,31.79,16.92,2,0,33.86,1,Heavy,Mid,Low
105407,Prepaid,South,Store,66,23.68,2.43,1,2,23.68,0,Light,Mid,Medium
105408,Prepaid,Central,Store,23,21.19,8.86,4,4,21.19,0,Moderate,Mid,Elevated
105409,Family,West,Web,66,36.94,25.71,1,4,42.7,0,Heavy,High,Medium
105410,Prepaid,West,App,72,8.31,12.87,2,2,8.67,0,Moderate,Low,Medium
105411,Family,Central,Web,8,25.63,13.53,1,3,26.27,0,Moderate,Mid,Medium
105412,Prepaid,North,Web,28,18.64,7.38,2,0,18.64,1,Moderate,Low,Low
105413,Prepaid,South,App,9,14.82,11.42,1,1,14.82,1,Moderate,Low,Low
105414,Family,West,Store,70,25.53,10.92,2,3,25.53,0,Moderate,Mid,Medium
105415,Postpaid,East,Store,36,29.7,11.22,2,6,29.7,0,Moderate,Mid,Elevated
105416,Prepaid,North,Web,61,17.83,2.4,2,0,17.83,0,Light,Low,Low
105417,Business,West,Web,43,61.64,34.35,2,7,71.03,1,Heavy,VIP,Elevated
105418,Prepaid,North,App,62,18.78,5.99,0,3,18.78,0,Moderate,Low,Medium
105419,Postpaid,East,Web,44,29.73,13.45,3,1,30.34,0,Moderate,Mid,Medium
105420,Postpaid,East,App,4,45.75,7.01,1,2,45.75,0,Moderate,High,Medium
105421,Postpaid,West,App,36,38.76,12.25,1,2,38.87,0,Moderate,High,Medium
105422,Family,South,Store,48,36.75,13.37,2,2,37.33,1,Moderate,High,Medium
105423,Prepaid,North,Web,71,22.83,14.71,0,2,23.97,0,Moderate,Mid,Low
105424,Business,Central,Partner,60,43.86,37.06,2,1,54.39,0,Power,High,Medium
105425,Postpaid,Central,App,37,21.93,0.2,0,2,21.93,0,Light,Mid,Low
105426,Business,East,Web,59,58.49,21.39,1,1,62.43,0,Heavy,VIP,Low
105427,Family,North,Web,68,37.15,24.76,2,3,42.51,0,Heavy,High,Medium
105428,Business,East,Partner,64,54.02,6.81,3,4,54.02,1,Moderate,High,Elevated
105429,Postpaid,South,App,72,14.96,8.98,1,2,14.96,0,Moderate,Low,Medium
105430,Postpaid,North,App,26,30.61,26.19,4,1,36.57,1,Heavy,High,Medium
105431,Postpaid,North,Store,32,30.12,19.22,0,3,33.16,0,Heavy,Mid,Medium
105432,Postpaid,North,Partner,2,26.19,13.61,1,6,26.87,1,Moderate,Mid,Elevated
105433,Postpaid,South,App,10,39.31,12.9,0,5,39.69,0,Moderate,High,Medium
105434,Family,South,Store,59,41.07,17.98,1,1,43.58,0,Heavy,High,Low
105435,Prepaid,West,Partner,24,19.46,1.27,3,6,19.46,0,Light,Low,Elevated
105436,Family,East,Store,32,35.01,20.39,3,1,38.53,0,Heavy,High,Medium
105437,Prepaid,East,Store,26,15.8,4.99,0,3,15.8,0,Light,Low,Medium
105438,Business,North,Partner,67,39.98,27.99,3,3,46.7,0,Heavy,High,Elevated
105439,Prepaid,Central,App,64,25.37,18.19,2,1,27.97,1,Heavy,Mid,Medium
105440,Prepaid,North,App,54,13.28,5.41,2,5,13.28,0,Moderate,Low,Elevated
105441,Family,South,App,70,34.69,24.07,0,2,39.76,1,Heavy,High,Low
105442,Family,West,Store,40,31.06,6.8,0,2,31.06,0,Moderate,Mid,Low
105443,Family,West,App,13,37.51,8.47,1,2,37.51,0,Moderate,High,Medium
105444,Business,West,App,46,52.12,11.28,0,2,52.12,1,Moderate,High,Low
105445,Prepaid,East,App,2,14.59,0.75,1,1,14.59,1,Light,Low,Low
105446,Family,South,Store,31,31.25,11.13,0,1,31.25,0,Moderate,Mid,Low
105447,Postpaid,South,Web,60,35.14,9.6,1,3,35.14,0,Moderate,High,Medium
105448,Postpaid,East,Store,13,34.53,10.9,2,3,34.53,1,Moderate,Mid,Medium
105449,Postpaid,South,Web,41,21.49,20.54,2,1,25.08,0,Heavy,Mid,Medium
105450,Prepaid,South,Partner,56,17.41,12.28,0,5,17.53,1,Moderate,Low,Medium
105451,Postpaid,North,Web,55,23.05,8.11,1,1,23.05,0,Moderate,Mid,Low
105452,Family,Central,Web,43,50.07,15.21,1,2,51.42,0,Heavy,High,Medium
105453,Prepaid,North,App,24,22.56,7.89,0,3,22.56,0,Moderate,Mid,Medium
105454,Business,South,Store,18,52.82,34.59,2,1,62.3,1,Heavy,VIP,Medium
105455,Postpaid,Central,App,12,25.45,15.71,3,3,27.0,0,Heavy,Mid,Elevated
105456,Prepaid,West,Store,54,18.31,5.45,3,2,18.31,0,Moderate,Low,Medium
105457,Postpaid,East,Partner,20,20.38,12.38,0,1,20.54,1,Moderate,Mid,Low
105458,Prepaid,West,App,47,19.55,15.91,1,3,21.2,0,Heavy,Mid,Medium
105459,Prepaid,North,App,4,16.21,5.87,2,2,16.21,1,Moderate,Low,Medium
105460,Postpaid,West,Web,22,37.32,11.3,1,4,37.32,0,Moderate,High,Medium
105461,Prepaid,South,Partner,28,14.17,6.93,2,0,14.17,0,Moderate,Low,Low
105462,Prepaid,Central,Web,56,12.77,0.86,0,2,12.77,0,Light,Low,Low
105463,Family,South,App,8,34.94,23.15,0,0,39.62,0,Heavy,High,Low
105464,Prepaid,West,Store,34,17.64,7.22,1,6,17.64,0,Moderate,Low,Elevated
105465,Family,East,App,34,41.58,9.36,0,2,41.58,0,Moderate,High,Low
105466,Family,North,Store,24,33.58,22.25,0,4,37.89,0,Heavy,High,Medium
105467,Prepaid,South,Web,58,17.99,0.2,1,4,17.99,1,Light,Low,Medium
105468,Postpaid,West,Web,71,31.97,17.95,1,3,34.47,0,Heavy,Mid,Medium
105469,Prepaid,South,App,4,18.96,6.71,2,0,18.96,1,Moderate,Low,Low
105470,Postpaid,Central,Partner,68,32.79,16.23,3,1,34.57,1,Heavy,Mid,Medium
105471,Prepaid,South,App,65,17.06,11.66,0,0,17.06,0,Moderate,Low,Low
105472,Business,West,App,61,54.65,30.5,3,3,62.42,1,Heavy,VIP,Elevated
105473,Prepaid,West,Web,9,20.57,10.05,2,2,20.57,1,Moderate,Mid,Medium
105474,Postpaid,East,Store,28,25.22,16.92,0,3,27.29,1,Heavy,Mid,Medium
105475,Prepaid,West,Store,48,23.75,6.53,0,1,23.75,1,Moderate,Mid,Low
105476,Prepaid,West,App,15,12.98,9.27,0,4,12.98,1,Moderate,Low,Medium
105477,Postpaid,West,App,18,20.89,8.99,0,4,20.89,1,Moderate,Mid,Medium
105478,Postpaid,East,App,41,34.12,13.91,2,2,34.92,0,Moderate,Mid,Medium
105479,Business,West,Web,61,55.5,18.21,2,4,58.11,0,Heavy,High,Elevated
105480,Prepaid,South,App,12,23.38,7.72,2,6,23.38,0,Moderate,Mid,Elevated
105481,Prepaid,North,Partner,1,17.6,11.85,0,5,17.6,1,Moderate,Low,Medium
105482,Postpaid,North,Web,72,34.08,4.42,2,1,34.08,1,Light,Mid,Medium
105483,Postpaid,West,Web,31,22.66,10.47,0,3,22.66,0,Moderate,Mid,Medium
105484,Family,Central,Web,6,44.61,27.43,0,2,51.09,0,Heavy,High,Low
105485,Family,North,Web,70,41.33,11.52,2,2,41.33,0,Moderate,High,Medium
105486,Family,East,Store,20,45.14,21.9,0,1,49.3,0,Heavy,High,Low
105487,Prepaid,South,Partner,9,18.95,11.24,3,3,18.95,0,Moderate,Low,Elevated
105488,Postpaid,East,App,49,32.27,9.01,1,0,32.27,0,Moderate,Mid,Low
105489,Family,West,App,55,30.75,9.8,2,3,30.75,0,Moderate,Mid,Medium
105490,Prepaid,West,Store,10,18.56,13.42,0,3,19.15,0,Moderate,Low,Medium
105491,Postpaid,West,App,53,24.51,11.07,1,2,24.51,0,Moderate,Mid,Medium
105492,Prepaid,West,Web,28,15.59,0.2,0,6,15.59,1,Light,Low,Elevated
105493,Prepaid,North,Partner,23,20.35,9.95,2,3,20.35,1,Moderate,Mid,Medium
105494,Family,East,Web,49,25.81,11.67,0,4,25.81,0,Moderate,Mid,Medium
105495,Prepaid,South,App,5,11.05,13.49,2,1,11.67,1,Moderate,Low,Medium
105496,Business,Central,App,13,51.51,4.81,1,1,51.51,1,Light,High,Low
105497,Prepaid,West,App,60,15.37,11.73,0,3,15.37,0,Moderate,Low,Medium
105498,Prepaid,North,App,71,16.06,6.71,0,1,16.06,0,Moderate,Low,Low
105499,Prepaid,South,Store,66,20.64,0.2,5,2,20.64,1,Light,Mid,Elevated
105500,Prepaid,East,Web,57,18.44,9.75,2,1,18.44,0,Moderate,Low,Medium
105501,Postpaid,Central,Web,10,24.54,18.34,1,4,27.2,0,Heavy,Mid,Medium
105502,Prepaid,North,Store,23,12.04,0.77,1,2,12.04,0,Light,Low,Medium
105503,Postpaid,East,App,62,21.11,9.76,0,4,21.11,0,Moderate,Mid,Medium
105504,Family,South,App,52,39.41,24.79,3,4,44.78,1,Heavy,High,Elevated
105505,Postpaid,West,Store,60,32.77,19.69,1,3,36.0,0,Heavy,High,Medium
105506,Prepaid,West,App,30,13.96,11.49,1,0,13.96,0,Moderate,Low,Low
105507,Postpaid,South,App,42,31.99,11.26,1,2,31.99,1,Moderate,Mid,Medium
105508,Family,West,Web,54,52.04,11.77,0,2,52.04,0,Moderate,High,Low
105509,Postpaid,North,App,57,32.37,19.71,0,0,35.61,0,Heavy,High,Low
105510,Prepaid,West,App,53,12.29,7.82,0,1,12.29,0,Moderate,Low,Low
105511,Postpaid,South,Store,3,30.85,9.16,1,3,30.85,1,Moderate,Mid,Medium
105512,Postpaid,East,App,15,33.47,17.19,2,2,35.65,0,Heavy,High,Medium
105513,Prepaid,South,Web,36,13.76,4.37,1,2,13.76,1,Light,Low,Medium
105514,Prepaid,West,App,51,16.55,4.59,2,1,16.55,0,Light,Low,Medium
105515,Business,South,Web,70,43.51,32.16,2,2,51.98,1,Heavy,High,Medium
105516,Prepaid,East,Store,22,22.3,5.54,1,2,22.3,1,Moderate,Mid,Medium
105517,Prepaid,North,App,56,19.46,12.88,1,4,19.83,1,Moderate,Low,Medium
105518,Prepaid,South,App,48,14.41,6.27,1,4,14.41,0,Moderate,Low,Medium
105519,Postpaid,West,Partner,20,31.77,20.89,0,6,35.51,1,Heavy,High,Elevated
105520,Postpaid,East,Store,13,24.72,19.25,0,1,27.76,1,Heavy,Mid,Low
105521,Prepaid,East,Web,45,17.49,9.61,0,3,17.49,0,Moderate,Low,Medium
105522,Postpaid,West,Partner,24,28.53,5.06,1,3,28.53,1,Moderate,Mid,Medium
105523,Postpaid,East,App,16,29.87,20.82,2,3,33.58,1,Heavy,Mid,Medium
105524,Prepaid,Central,Store,16,15.88,2.38,0,0,15.88,0,Light,Low,Low
105525,Family,South,Web,16,33.47,10.83,2,5,33.47,0,Moderate,Mid,Elevated
105526,Prepaid,Central,Web,7,24.04,4.05,0,2,24.04,0,Light,Mid,Low
105527,Prepaid,Central,App,14,14.25,9.98,1,3,14.25,1,Moderate,Low,Medium
105528,Business,East,Partner,71,52.23,24.35,0,1,57.42,0,Heavy,High,Low
105529,Family,South,Store,14,50.93,7.05,4,4,50.93,1,Moderate,High,Elevated
105530,Postpaid,West,Web,30,35.48,15.36,1,4,36.89,0,Heavy,High,Medium
105531,Family,West,App,36,22.22,6.32,0,5,22.22,1,Moderate,Mid,Medium
105532,Postpaid,North,Store,51,35.85,0.2,1,3,35.85,0,Light,High,Medium
105533,Postpaid,South,App,23,31.98,6.1,1,2,31.98,0,Moderate,Mid,Medium
105534,Family,North,Partner,60,25.8,6.81,1,1,25.8,0,Moderate,Mid,Low
105535,Family,West,App,57,34.67,22.64,2,6,39.14,1,Heavy,High,Elevated
105536,Prepaid,West,Web,37,19.81,10.26,1,2,19.81,0,Moderate,Low,Medium
105537,Postpaid,North,App,65,25.44,18.58,0,3,28.2,0,Heavy,Mid,Medium
105538,Postpaid,East,App,26,35.68,7.8,0,2,35.68,0,Moderate,High,Low
105539,Prepaid,West,App,36,21.23,7.01,2,2,21.23,0,Moderate,Mid,Medium
105540,Business,Central,Web,44,60.71,24.99,0,2,66.16,0,Heavy,VIP,Low
105541,Postpaid,North,App,14,30.36,18.99,1,3,33.3,0,Heavy,Mid,Medium
105542,Postpaid,South,Web,6,29.58,10.23,2,2,29.58,0,Moderate,Mid,Medium
105543,Postpaid,South,Web,72,14.34,18.39,3,0,17.03,0,Heavy,Low,Medium
105544,Postpaid,West,Partner,4,21.47,14.9,2,1,22.69,0,Moderate,Mid,Medium
105545,Prepaid,North,Web,4,19.0,14.07,0,1,19.87,1,Moderate,Low,Low
105546,Business,North,Store,8,47.9,27.04,0,2,54.22,0,Heavy,High,Low
105547,Postpaid,West,Store,40,33.49,12.37,1,2,33.65,1,Moderate,Mid,Medium
105548,Postpaid,East,App,20,37.58,9.5,1,3,37.58,0,Moderate,High,Medium
105549,Postpaid,North,Store,16,17.56,6.98,1,5,17.56,1,Moderate,Low,Elevated
105550,Prepaid,South,Web,62,20.86,7.89,1,3,20.86,1,Moderate,Mid,Medium
105551,Prepaid,North,App,68,14.12,6.12,1,4,14.12,1,Moderate,Low,Medium
105552,Postpaid,South,App,64,32.31,29.64,2,4,39.72,1,Heavy,High,Elevated
105553,Prepaid,South,Store,24,16.48,5.38,0,3,16.48,1,Moderate,Low,Medium
105554,Postpaid,North,Web,7,35.78,9.53,1,2,35.78,1,Moderate,High,Medium
105555,Family,North,App,69,24.83,32.35,1,2,33.37,1,Heavy,Mid,Medium
105556,Prepaid,Central,Web,40,27.69,4.77,1,3,27.69,0,Light,Mid,Medium
105557,Prepaid,Central,App,71,15.27,9.07,0,6,15.27,0,Moderate,Low,Elevated
105558,Postpaid,North,Store,13,26.6,14.59,1,2,27.69,1,Moderate,Mid,Medium
105559,Prepaid,West,Partner,68,13.87,3.72,3,1,13.87,0,Light,Low,Medium
105560,Business,North,App,23,71.95,32.58,3,5,80.59,1,Heavy,VIP,Elevated
105561,Postpaid,West,Store,58,31.26,1.39,1,4,31.26,0,Light,Mid,Medium
105562,Prepaid,Central,Partner,8,21.95,12.91,1,2,22.33,0,Moderate,Mid,Medium
105563,Prepaid,West,App,54,16.39,13.36,1,1,16.96,1,Moderate,Low,Low
105564,Business,West,App,35,51.25,19.03,1,4,54.2,0,Heavy,High,Medium
105565,Prepaid,South,Partner,69,17.24,11.5,0,0,17.24,0,Moderate,Low,Low
105566,Postpaid,South,Store,11,28.39,21.41,0,1,32.34,0,Heavy,Mid,Low
105567,Prepaid,East,Partner,17,19.14,6.17,0,2,19.14,1,Moderate,Low,Low
105568,Prepaid,North,Web,46,14.53,5.62,2,1,14.53,0,Moderate,Low,Medium
105569,Family,West,Store,59,51.35,28.59,1,0,58.31,0,Heavy,High,Low
105570,Prepaid,East,Store,64,10.93,11.74,0,3,10.93,1,Moderate,Low,Medium
105571,Prepaid,North,Store,9,15.06,10.6,1,6,15.06,0,Moderate,Low,Elevated
105572,Postpaid,East,App,1,36.02,21.45,0,2,39.99,0,Heavy,High,Low
105573,Family,West,Store,27,37.22,31.13,0,4,45.26,0,Heavy,High,Medium
105574,Prepaid,East,Web,8,16.79,2.21,1,2,16.79,0,Light,Low,Medium
105575,Prepaid,East,Partner,29,20.92,3.42,2,0,20.92,1,Light,Mid,Low
105576,Business,Central,Partner,35,50.6,33.85,0,0,59.78,0,Heavy,High,Low
105577,Postpaid,North,Partner,72,28.51,7.45,0,2,28.51,0,Moderate,Mid,Low
105578,Family,West,App,3,37.21,10.14,0,2,37.21,0,Moderate,High,Low
105579,Family,South,Store,24,32.25,21.07,4,1,36.06,1,Heavy,High,Medium
105580,Postpaid,North,App,25,22.53,10.18,2,2,22.53,0,Moderate,Mid,Medium
105581,Postpaid,Central,Store,40,37.16,11.19,2,6,37.16,1,Moderate,High,Elevated
105582,Prepaid,South,Partner,24,20.88,7.66,1,2,20.88,1,Moderate,Mid,Medium
105583,Postpaid,South,Web,46,24.95,0.24,3,2,24.95,0,Light,Mid,Medium
105584,Postpaid,North,Web,62,28.26,9.86,1,3,28.26,1,Moderate,Mid,Medium
105585,Business,Central,App,49,57.63,25.95,0,5,63.48,0,Heavy,VIP,Medium
105586,Postpaid,Central,Store,48,38.65,14.22,1,6,39.58,0,Moderate,High,Elevated
105587,Prepaid,North,App,9,22.25,5.92,1,0,22.25,0,Moderate,Mid,Low
105588,Postpaid,East,Store,64,37.09,13.41,0,2,37.68,1,Moderate,High,Low
105589,Postpaid,North,App,41,29.62,14.18,0,4,30.54,0,Moderate,Mid,Medium
105590,Postpaid,West,Web,12,28.73,3.76,0,0,28.73,0,Light,Mid,Low
105591,Family,East,Store,46,40.58,16.59,0,3,42.51,1,Heavy,High,Medium
105592,Postpaid,North,Web,36,29.17,12.19,2,1,29.25,1,Moderate,Mid,Medium
105593,Prepaid,East,Web,66,18.24,3.64,0,2,18.24,0,Light,Low,Low
105594,Postpaid,Central,App,47,26.1,12.03,0,1,26.11,0,Moderate,Mid,Low
105595,Postpaid,South,Store,69,31.77,17.01,1,2,33.87,0,Heavy,Mid,Medium
105596,Family,North,Web,71,32.33,33.42,0,2,41.33,0,Heavy,High,Low
105597,Postpaid,Central,Partner,17,31.1,23.63,0,2,35.98,0,Heavy,High,Low
105598,Postpaid,North,App,22,30.98,18.0,1,0,33.5,0,Heavy,Mid,Low
105599,Postpaid,East,Web,16,33.55,12.82,0,8,33.89,0,Moderate,Mid,Elevated
