customer_id,plan_type,region,acquisition_channel,tenure_months,monthly_fee,monthly_usage_gb,support_tickets_90d,payment_delay_days,monthly_revenue,churned
104752,Postpaid,South,App,37,24.08,2.54,2,2,24.08,1
104753,Postpaid,West,Store,57,39.14,13.61,0,2,39.81,0
104754,Business,West,Web,66,45.39,28.32,2,3,52.25,0
104755,Postpaid,East,Web,36,32.79,2.83,0,2,32.79,0
104756,Postpaid,South,Web,58,38.55,13.99,0,1,39.38,0
104757,Business,East,App,9,62.41,24.87,0,2,67.82,0
104758,Prepaid,East,Store,41,19.11,13.24,0,3,19.63,1
104759,Business,Central,Store,34,50.76,48.69,1,0,66.17,0
104760,Postpaid,Central,Store,1,32.24,0.2,1,1,32.24,0
104761,Postpaid,West,Store,65,37.05,17.59,1,2,39.39,0
104762,Business,South,Web,54,49.08,43.21,2,1,62.19,0
104763,Postpaid,North,Web,43,22.05,7.39,0,2,22.05,0
104764,Postpaid,Central,App,51,10.7,22.74,0,3,15.21,0
104765,Prepaid,Central,App,55,9.02,10.23,1,1,9.02,0
104766,Postpaid,North,App,56,24.68,14.02,1,3,25.53,0
104767,Postpaid,West,App,22,24.31,17.74,1,1,26.72,0
104768,Prepaid,East,Web,31,17.34,9.91,2,1,17.34,1
104769,Postpaid,North,App,25,12.91,13.71,0,4,13.63,0
104770,Postpaid,Central,App,66,22.85,17.11,1,1,25.0,0
104771,Postpaid,Central,Partner,9,33.28,15.67,0,3,34.82,1
104772,Prepaid,Central,Partner,66,17.96,7.3,0,3,17.96,0
104773,Postpaid,North,Store,25,25.63,9.01,0,2,25.63,0
104774,Prepaid,East,Store,57,14.27,11.92,1,4,14.27,0
104775,Prepaid,Central,App,13,14.82,10.19,2,0,14.82,1
104776,Postpaid,West,Store,61,31.62,12.87,1,1,31.99,0
104777,Prepaid,East,App,39,16.64,5.34,1,3,16.64,1
104778,Prepaid,East,App,71,16.11,11.16,1,4,16.11,0
104779,Postpaid,North,Web,29,29.84,15.46,1,3,31.29,0
104780,Prepaid,West,App,72,29.44,9.6,1,3,29.44,1
104781,Business,Central,App,61,58.33,24.12,1,2,63.42,0
104782,Family,North,Web,1,42.16,12.22,1,1,42.25,0
104783,Postpaid,North,Store,28,34.21,20.86,1,4,37.92,0
104784,Business,East,App,30,49.22,37.42,1,4,59.9,0
104785,Family,East,App,16,39.34,5.84,0,1,39.34,0
104786,Prepaid,South,App,64,17.39,0.2,2,2,17.39,0
104787,Family,North,Store,7,45.27,26.53,1,2,51.37,0
104788,Prepaid,West,App,19,19.18,14.02,2,2,20.03,0
104789,Postpaid,South,App,19,25.04,15.81,3,5,26.64,0
104790,Postpaid,West,Web,31,35.25,17.91,3,6,37.73,0
104791,Prepaid,East,Web,51,23.17,7.45,0,2,23.17,0
104792,Prepaid,East,Store,1,13.15,7.71,3,4,13.15,0
104793,Business,West,Web,46,47.38,1.22,2,2,47.38,1
104794,Prepaid,West,Store,30,20.92,6.37,1,2,20.92,0
104795,Prepaid,East,App,45,16.57,7.73,5,4,16.57,1
104796,Prepaid,East,Store,5,22.56,7.65,0,2,22.56,0
104797,Postpaid,East,App,62,29.36,17.75,1,3,31.78,0
104798,Family,East,Store,42,25.06,20.44,2,4,28.61,0
104799,Family,East,Partner,19,38.81,16.54,2,9,40.72,1
104800,Postpaid,East,App,57,36.33,10.05,3,6,36.33,0
104801,Prepaid,East,App,34,14.58,6.4,1,5,14.58,0
104802,Prepaid,South,App,29,18.42,14.88,2,3,19.63,0
104803,Postpaid,West,Partner,13,31.41,7.69,2,3,31.41,1
104804,Family,North,App,36,40.15,24.71,0,3,45.49,0
104805,Family,Central,Partner,16,19.92,12.74,0,11,20.23,0
104806,Postpaid,West,App,53,23.85,0.2,1,1,23.85,0
104807,Postpaid,North,Web,27,22.27,15.34,0,3,23.67,0
104808,Postpaid,West,App,9,30.6,24.68,1,1,35.92,1
104809,Postpaid,South,App,51,25.64,15.12,2,2,26.96,0
104810,Postpaid,Central,App,61,21.18,10.28,2,4,21.18,0
104811,Postpaid,Central,App,61,39.72,6.5,1,0,39.72,0
104812,Postpaid,Central,App,35,31.22,3.88,3,5,31.22,1
104813,Business,East,App,23,57.62,10.05,1,0,57.62,0
104814,Postpaid,Central,Store,16,40.04,6.8,2,3,40.04,0
104815,Prepaid,West,Store,29,22.71,11.21,1,2,22.71,1
104816,Prepaid,Central,App,8,27.05,6.96,0,1,27.05,1
104817,Postpaid,North,Web,64,31.31,14.49,2,1,32.35,0
104818,Postpaid,Central,Web,18,26.83,7.73,1,5,26.83,0
104819,Postpaid,West,Partner,57,29.16,12.67,2,4,29.44,1
104820,Postpaid,South,App,28,33.5,20.72,1,1,37.16,0
104821,Prepaid,Central,App,50,19.07,3.87,2,1,19.07,1
104822,Postpaid,West,Partner,66,26.71,8.03,3,1,26.71,1
104823,Postpaid,Central,Partner,30,33.77,11.77,0,2,33.77,0
104824,Postpaid,North,Partner,70,21.15,10.8,4,1,21.15,0
104825,Postpaid,East,Store,25,33.04,24.52,2,5,38.29,0
104826,Prepaid,West,Store,19,19.11,11.31,1,2,19.11,0
104827,Postpaid,North,Partner,53,30.14,0.2,1,3,30.14,0
104828,Family,West,Store,11,38.8,8.32,3,4,38.8,0
104829,Family,West,App,7,24.88,23.63,0,3,29.77,0
104830,Postpaid,South,Partner,27,32.9,8.42,0,2,32.9,0
104831,Prepaid,West,Web,40,15.0,7.88,1,5,15.0,0
104832,Postpaid,North,App,34,27.57,22.8,0,4,32.11,0
104833,Family,West,App,5,43.37,26.38,0,5,49.41,1
104834,Prepaid,Central,Partner,40,8.0,9.16,1,3,8.0,0
104835,Family,East,App,45,36.79,20.67,1,2,40.43,0
104836,Prepaid,East,Web,21,19.08,14.43,1,1,20.1,0
104837,Prepaid,South,App,41,28.59,12.27,1,0,28.71,0
104838,Prepaid,South,App,26,10.71,1.52,2,0,10.71,1
104839,Prepaid,Central,Web,5,27.85,8.34,1,3,27.85,1
104840,Family,South,Partner,54,30.73,19.32,3,2,33.8,1
104841,Postpaid,South,Store,31,20.83,17.9,1,3,23.3,0
104842,Prepaid,South,App,71,8.0,8.63,3,2,8.0,1
104843,Postpaid,West,App,14,28.59,12.7,0,5,28.89,1
104844,Postpaid,West,App,1,31.84,25.03,1,4,37.31,1
104845,Prepaid,North,Partner,58,19.37,9.5,3,3,19.37,0
104846,Prepaid,South,App,63,16.19,10.97,0,2,16.19,1
104847,Postpaid,North,Partner,66,24.75,13.79,0,2,25.5,0
104848,Prepaid,North,Web,72,18.62,0.2,2,2,18.62,1
104849,Family,South,Store,23,47.94,21.18,3,2,51.8,1
104850,Prepaid,West,App,49,24.47,0.94,1,1,24.47,1
104851,Family,East,Partner,3,38.54,10.69,2,2,38.54,0
104852,Family,North,App,31,32.94,5.86,1,2,32.94,0
104853,Prepaid,West,Web,65,16.92,8.54,3,1,16.92,1
104854,Prepaid,West,App,46,19.69,0.96,0,1,19.69,1
104855,Business,South,App,61,62.52,30.09,3,4,70.12,0
104856,Postpaid,South,App,69,28.89,30.84,0,3,36.8,0
104857,Postpaid,West,App,58,22.57,6.3,1,1,22.57,0
104858,Prepaid,North,Web,50,22.96,0.2,2,1,22.96,1
104859,Prepaid,West,Store,26,17.99,7.67,1,3,17.99,1
104860,Postpaid,West,App,39,27.77,7.11,0,2,27.77,0
104861,Family,Central,Store,6,53.67,17.9,0,3,56.15,0
104862,Prepaid,North,App,42,15.25,14.24,1,0,16.19,0
104863,Family,North,Partner,71,31.82,12.72,0,2,32.12,0
104864,Postpaid,Central,Partner,11,41.54,20.79,2,2,45.23,1
104865,Prepaid,East,Store,36,18.98,7.34,1,3,18.98,1
104866,Prepaid,South,Partner,65,18.58,7.12,0,1,18.58,1
104867,Prepaid,East,App,26,19.03,10.47,1,2,19.03,1
104868,Postpaid,North,App,43,28.21,11.5,0,5,28.21,0
104869,Postpaid,West,App,56,32.52,12.1,1,3,32.56,0
104870,Postpaid,Central,Web,57,36.17,13.7,2,6,36.89,0
104871,Prepaid,West,App,49,12.71,14.85,4,0,13.91,0
104872,Postpaid,East,Web,5,34.51,19.7,1,3,37.74,0
104873,Postpaid,Central,Store,4,25.15,8.22,0,2,25.15,0
104874,Postpaid,West,App,55,27.38,14.69,1,4,28.51,0
104875,Postpaid,North,Store,70,23.33,15.06,2,1,24.62,0
104876,Prepaid,West,Store,20,19.38,3.68,0,2,19.38,0
104877,Postpaid,North,Store,41,30.5,20.24,3,3,33.96,1
104878,Postpaid,South,Web,6,32.38,9.43,0,2,32.38,1
104879,Postpaid,West,Web,14,31.85,5.28,2,1,31.85,0
104880,Prepaid,South,App,35,19.16,4.23,3,2,19.16,1
104881,Postpaid,North,Web,2,42.51,14.36,3,3,43.5,1
104882,Postpaid,West,App,43,34.4,12.09,1,3,34.44,0
104883,Postpaid,South,Web,40,18.16,7.59,0,1,18.16,0
104884,Family,East,App,7,42.78,8.66,0,4,42.78,1
104885,Family,South,Web,43,35.62,35.98,2,4,45.69,0
104886,Prepaid,West,App,33,18.18,6.24,4,1,18.18,1
104887,Postpaid,Central,App,8,34.98,22.63,2,4,39.45,0
104888,Postpaid,North,Store,16,40.73,14.21,1,1,41.66,0
104889,Business,West,App,40,52.09,16.5,3,1,53.98,0
104890,Prepaid,North,Store,59,19.56,9.59,2,3,19.56,0
104891,Prepaid,South,Store,32,13.8,10.01,1,1,13.8,1
104892,Postpaid,South,App,46,31.65,15.8,2,3,33.24,1
104893,Prepaid,South,App,32,20.77,12.03,0,1,20.78,0
104894,Postpaid,North,Web,63,25.41,10.75,2,1,25.41,0
104895,Postpaid,West,Store,71,36.91,12.36,1,5,37.06,0
104896,Prepaid,West,Store,31,8.56,5.88,0,4,8.56,1
104897,Postpaid,Central,App,22,32.86,2.74,2,1,32.86,0
104898,Family,Central,App,42,26.77,12.81,1,2,27.11,1
104899,Family,East,Web,64,38.99,24.41,0,4,44.2,0
104900,Postpaid,North,Partner,44,35.68,13.8,2,3,36.43,1
104901,Prepaid,North,Store,25,17.2,8.89,0,2,17.2,0
104902,Prepaid,East,Store,56,17.11,3.81,0,2,17.11,1
104903,Family,Central,Store,13,37.8,5.83,0,7,37.8,1
104904,Postpaid,South,Web,20,28.27,1.44,2,2,28.27,1
104905,Postpaid,North,Web,11,25.77,23.93,3,5,30.78,1
104906,Family,East,App,66,35.89,18.58,1,1,38.66,0
104907,Prepaid,Central,Web,68,21.62,8.73,1,3,21.62,0
104908,Postpaid,East,App,70,34.37,1.54,1,3,34.37,0
104909,Prepaid,West,App,2,18.43,9.93,2,3,18.43,1
104910,Prepaid,East,App,65,13.71,12.0,2,3,13.71,0
104911,Postpaid,South,App,16,33.94,23.05,1,4,38.58,0
104912,Postpaid,East,App,69,31.95,7.31,1,3,31.95,0
104913,Business,West,App,25,54.63,27.21,3,2,61.02,1
104914,Prepaid,West,App,23,15.5,7.12,1,2,15.5,1
104915,Family,East,App,48,45.84,14.69,2,3,46.97,0
104916,Family,South,App,57,50.73,6.51,3,3,50.73,0
104917,Postpaid,North,App,28,34.75,11.37,0,3,34.75,0
104918,Business,North,Web,60,55.38,12.87,2,4,55.75,0
104919,Postpaid,North,Store,2,27.45,26.25,0,2,33.44,1
104920,Postpaid,North,App,65,36.65,19.0,0,2,39.59,0
104921,Prepaid,West,App,38,17.72,0.2,0,3,17.72,0
104922,Prepaid,West,App,39,22.31,9.24,0,3,22.31,1
104923,Family,West,App,64,40.86,3.74,1,3,40.86,0
104924,Postpaid,West,App,4,31.45,18.13,3,2,34.02,0
104925,Postpaid,Central,App,64,41.47,18.66,1,1,44.26,1
104926,Prepaid,Central,Store,15,26.26,13.93,1,3,27.07,1
104927,Postpaid,South,Web,72,24.77,19.91,1,5,28.09,0
104928,Postpaid,North,Store,52,25.03,7.54,3,3,25.03,1
104929,Prepaid,North,App,25,13.01,9.34,0,2,13.01,0
104930,Family,Central,App,5,42.47,20.94,0,2,46.22,1
104931,Postpaid,North,Partner,9,18.71,18.27,3,1,21.34,0
104932,Family,South,Web,9,31.94,24.07,2,1,37.01,0
104933,Prepaid,East,Web,6,10.26,1.85,1,3,10.26,1
104934,Postpaid,West,Partner,45,35.46,14.94,2,1,36.69,1
104935,Prepaid,West,Store,63,14.33,14.87,1,6,15.53,0
104936,Postpaid,West,App,58,37.18,17.41,1,3,39.45,0
104937,Family,East,Web,54,39.95,16.89,2,1,42.0,0
104938,Postpaid,Central,App,71,27.73,23.77,1,4,32.67,0
104939,Prepaid,North,Web,46,15.41,13.51,1,6,16.05,0
104940,Family,Central,App,7,21.74,17.97,0,2,24.25,0
104941,Prepaid,West,App,36,21.78,13.1,1,3,22.24,1
104942,Postpaid,South,App,55,28.82,12.1,0,6,28.86,0
104943,Business,Central,App,33,70.41,22.3,1,3,74.74,0
104944,Postpaid,Central,Store,23,40.42,25.87,2,3,46.25,0
104945,Family,Central,App,36,36.9,0.2,0,4,36.9,0
104946,Postpaid,Central,App,57,19.92,18.64,2,5,22.71,0
104947,Family,South,App,27,36.11,15.45,1,3,37.56,0
104948,Postpaid,South,Web,26,31.94,16.17,0,3,33.7,0
104949,Postpaid,North,Web,35,12.97,6.68,1,4,12.97,0
104950,Prepaid,Central,Web,31,15.79,5.79,1,3,15.79,0
104951,Family,West,App,16,40.82,9.79,2,2,40.82,1
104952,Prepaid,Central,Store,21,13.59,9.5,1,2,13.59,0
104953,Business,Central,App,9,41.17,29.97,0,1,48.72,0
104954,Prepaid,West,App,55,19.68,6.49,2,1,19.68,1
104955,Prepaid,North,App,16,12.89,13.24,1,3,13.41,1
104956,Family,North,Web,71,51.03,14.2,1,3,51.96,0
104957,Prepaid,East,Store,70,21.41,12.9,1,2,21.79,0
104958,Postpaid,West,App,49,28.8,34.1,0,1,38.08,0
104959,Postpaid,North,Store,72,17.46,11.93,0,4,17.46,0
104960,Prepaid,Central,App,63,19.12,8.45,1,1,19.12,1
104961,Prepaid,West,App,55,22.67,11.99,0,4,22.67,0
104962,Postpaid,South,Web,26,29.64,13.33,0,1,30.2,0
104963,Prepaid,Central,Web,61,31.96,9.76,1,2,31.96,0
104964,Prepaid,West,Web,25,16.14,7.94,2,2,16.14,0
104965,Prepaid,West,Partner,8,11.38,10.26,0,3,11.38,1
104966,Postpaid,South,App,41,26.37,29.67,0,3,33.8,0
104967,Prepaid,South,Web,9,18.52,0.2,1,2,18.52,1
104968,Prepaid,North,Partner,7,13.64,15.96,0,4,15.3,1
104969,Postpaid,East,App,7,39.03,2.83,1,3,39.03,0
104970,Postpaid,West,Web,66,27.36,3.45,2,2,27.36,1
104971,Prepaid,Central,Partner,5,14.11,5.14,1,3,14.11,1
104972,Prepaid,Central,Web,29,14.15,14.02,0,3,15.0,0
104973,Family,North,App,54,29.91,23.19,1,4,34.61,0
104974,Postpaid,Central,App,58,28.83,21.56,3,3,32.84,1
104975,Postpaid,North,Web,5,31.74,26.98,1,2,38.03,0
104976,Postpaid,North,Web,65,25.36,23.71,2,0,30.28,0
104977,Prepaid,West,App,69,15.83,8.18,1,3,15.83,1
104978,Family,Central,App,70,29.38,8.94,0,2,29.38,0
104979,Family,Central,App,48,36.25,21.41,3,3,40.2,1
104980,Family,West,App,37,35.82,17.59,0,3,38.17,1
104981,Prepaid,South,Web,13,19.05,7.44,0,2,19.05,1
104982,Prepaid,North,Store,9,12.22,11.01,2,3,12.22,1
104983,Prepaid,North,Store,59,17.38,2.83,0,4,17.38,0
104984,Prepaid,East,Store,62,19.79,12.7,1,5,20.08,0
104985,Prepaid,East,Store,60,11.88,13.15,3,4,12.36,0
104986,Postpaid,North,Web,45,22.63,9.88,2,2,22.63,0
104987,Prepaid,East,App,41,13.33,6.39,1,3,13.33,1
104988,Family,East,App,14,45.84,34.73,1,0,55.39,0
104989,Prepaid,West,Web,7,16.12,7.47,0,2,16.12,1
104990,Prepaid,East,Store,15,9.58,6.51,4,1,9.58,1
104991,Family,South,App,29,30.66,28.74,2,3,37.69,1
104992,Postpaid,West,Store,22,22.12,10.67,1,3,22.12,1
104993,Postpaid,West,Web,40,18.8,13.89,2,3,19.59,0
104994,Postpaid,South,App,57,28.42,13.75,1,2,29.16,0
104995,Prepaid,North,Store,54,13.4,12.48,2,2,13.61,0
104996,Prepaid,Central,App,60,12.31,5.08,3,3,12.31,0
104997,Postpaid,West,Web,22,31.19,13.22,2,4,31.71,1
104998,Postpaid,South,Store,68,28.29,13.68,1,2,29.0,0
104999,Postpaid,East,Web,63,31.57,11.26,1,3,31.57,0
105000,Prepaid,West,Web,26,18.58,2.8,1,1,18.58,1
105001,Postpaid,North,Web,19,25.32,15.8,7,4,26.92,1
105002,Family,North,App,64,39.45,7.91,0,4,39.45,0
105003,Prepaid,Central,App,72,15.77,8.19,2,1,15.77,1
105004,Prepaid,East,Partner,34,14.76,2.94,3,1,14.76,0
105005,Postpaid,North,Partner,9,35.01,18.1,1,2,37.57,1
105006,Family,West,Partner,44,30.89,21.75,0,2,34.98,0
105007,Postpaid,East,Partner,60,35.03,1.95,2,3,35.03,0
105008,Postpaid,West,Store,34,29.91,13.46,0,3,30.53,0
105009,Postpaid,South,Store,10,33.82,20.41,1,2,37.35,0
105010,Prepaid,North,Web,53,18.95,11.55,1,4,18.95,0
105011,Postpaid,North,App,55,33.0,19.77,0,1,36.26,0
105012,Prepaid,Central,Web,63,19.18,7.45,1,3,19.18,0
105013,Family,West,Web,63,34.59,14.64,1,2,35.7,0
105014,Prepaid,West,Store,35,20.16,0.2,4,1,20.16,1
105015,Prepaid,North,App,23,22.77,8.22,0,3,22.77,1
105016,Postpaid,West,Web,12,22.23,17.53,0,1,24.56,1
105017,Postpaid,East,Partner,8,27.34,11.54,1,2,27.34,1
105018,Postpaid,West,App,60,28.07,23.19,0,1,32.77,0
105019,Postpaid,South,App,72,36.22,14.04,0,3,37.08,0
105020,Family,West,Web,47,35.72,18.66,2,3,38.52,1
105021,Family,North,Web,70,19.75,25.18,2,5,25.29,0
105022,Family,North,Web,23,25.79,30.83,3,2,33.7,0
105023,Postpaid,West,Store,55,28.46,11.49,1,1,28.46,0
105024,Postpaid,North,App,29,37.4,20.59,1,4,41.0,0
105025,Postpaid,North,App,28,31.65,24.86,0,4,37.05,0
105026,Postpaid,Central,Partner,47,28.69,13.14,0,5,29.17,0
105027,Prepaid,South,App,10,26.25,6.63,3,2,26.25,1
105028,Postpaid,East,App,30,34.17,16.58,1,0,36.09,0
105029,Prepaid,West,App,31,26.93,11.75,2,4,26.93,1
105030,Prepaid,West,App,31,17.18,5.83,0,2,17.18,1
105031,Family,North,App,52,43.28,20.41,1,2,46.82,0
105032,Prepaid,East,Web,21,18.32,5.61,1,3,18.32,0
105033,Postpaid,East,Store,11,24.67,22.33,0,2,29.01,0
105034,Postpaid,South,Store,44,33.5,9.15,1,0,33.5,0
105035,Prepaid,West,Store,2,15.0,10.17,1,4,15.0,0
105036,Family,Central,Web,72,33.61,11.43,0,2,33.61,0
105037,Prepaid,North,App,66,15.52,6.35,1,3,15.52,1
105038,Family,North,App,28,42.36,9.98,1,1,42.36,0
105039,Family,West,App,51,35.78,27.64,0,2,42.35,0
105040,Prepaid,East,Partner,38,22.14,8.57,2,4,22.14,1
105041,Prepaid,West,Web,50,8.62,8.79,1,3,8.62,0
105042,Prepaid,North,Store,16,15.5,7.94,0,3,15.5,1
105043,Postpaid,North,App,69,13.48,18.39,0,1,16.17,0
105044,Prepaid,West,App,64,12.4,6.4,2,6,12.4,0
105045,Business,Central,Partner,38,58.1,36.49,0,4,68.39,0
105046,Prepaid,North,App,64,14.64,5.9,2,5,14.64,1
105047,Family,Central,Web,23,34.87,20.99,3,3,38.65,0
105048,Prepaid,South,Web,57,16.77,7.5,0,1,16.77,0
105049,Business,North,Web,66,63.34,28.42,1,4,70.23,1
105050,Prepaid,East,App,51,13.92,0.64,4,2,13.92,1
105051,Postpaid,South,App,71,42.73,13.53,1,3,43.37,0
105052,Postpaid,West,App,16,33.77,13.84,0,3,34.55,1
105053,Prepaid,South,Partner,2,20.63,6.83,0,2,20.63,0
105054,Family,East,Web,38,37.96,13.11,2,5,38.43,0
105055,Prepaid,South,App,24,22.32,12.15,4,5,22.38,1
105056,Postpaid,West,Partner,47,36.19,23.21,0,0,40.9,0
105057,Postpaid,Central,App,27,37.12,15.42,0,2,38.56,0
105058,Postpaid,South,App,63,31.6,15.78,2,0,33.19,1
105059,Prepaid,East,App,9,18.82,10.28,1,0,18.82,0
105060,Prepaid,Central,Partner,70,15.93,7.37,3,3,15.93,0
105061,Prepaid,North,App,16,22.58,8.36,1,4,22.58,1
105062,Prepaid,West,App,24,23.23,9.14,0,3,23.23,0
105063,Prepaid,East,App,2,17.74,7.3,2,3,17.74,0
105064,Business,Central,App,49,48.64,36.79,2,2,59.06,0
105065,Postpaid,South,Store,51,29.7,15.46,0,4,31.15,0
105066,Postpaid,South,App,67,26.23,7.21,1,6,26.23,0
105067,Postpaid,South,Web,8,28.38,22.82,1,2,32.93,1
105068,Prepaid,North,Partner,35,12.49,6.28,0,2,12.49,0
105069,Postpaid,North,App,64,32.65,21.98,3,2,36.84,1
105070,Prepaid,Central,Partner,3,18.21,3.44,2,3,18.21,1
105071,Postpaid,South,Web,43,36.75,28.29,1,2,43.6,0
105072,Postpaid,North,Partner,17,28.38,7.42,1,3,28.38,0
105073,Postpaid,South,App,26,39.41,15.44,1,4,40.86,0
105074,Business,South,Web,55,51.48,34.39,3,8,60.88,0
105075,Prepaid,East,Store,59,22.33,16.38,2,2,24.17,0
105076,Postpaid,North,App,1,35.96,4.67,3,5,35.96,0
105077,Prepaid,West,Web,47,11.21,2.96,1,2,11.21,1
105078,Postpaid,West,App,29,33.76,1.69,3,2,33.76,1
105079,Postpaid,South,Web,55,45.73,16.32,1,5,47.54,0
105080,Prepaid,West,Store,61,11.41,8.9,3,0,11.41,0
105081,Postpaid,South,Store,64,20.95,10.28,3,2,20.95,0
105082,Postpaid,East,App,8,29.79,0.2,2,2,29.79,1
105083,Prepaid,Central,Partner,59,18.94,13.36,3,3,19.52,1
105084,Business,Central,App,70,39.47,24.87,0,3,44.87,0
105085,Postpaid,South,Web,57,23.89,12.28,1,3,24.01,0
105086,Family,East,Web,28,29.39,16.8,4,2,31.41,1
105087,Postpaid,South,App,53,25.14,15.03,2,1,26.42,1
105088,Business,East,Store,5,41.69,23.87,1,4,46.68,0
105089,Prepaid,West,Partner,28,12.01,12.1,0,0,12.05,0
105090,Postpaid,North,Partner,60,32.8,22.23,1,3,37.1,0
105091,Family,Central,App,47,36.54,15.52,0,5,38.02,0
105092,Postpaid,West,App,20,26.19,20.3,0,1,29.68,0
105093,Postpaid,North,App,41,34.26,8.08,1,4,34.26,0
105094,Business,Central,Web,1,38.28,21.32,0,2,42.19,1
105095,Postpaid,West,App,70,24.59,0.2,1,0,24.59,0
105096,Postpaid,South,App,40,43.19,8.8,2,3,43.19,0
105097,Postpaid,East,App,37,26.84,11.54,4,7,26.84,1
105098,Family,Central,Partner,25,41.83,12.18,1,4,41.91,1
105099,Family,Central,App,16,45.4,5.6,0,3,45.4,1
105100,Postpaid,South,Web,24,18.04,5.85,1,2,18.04,0
105101,Prepaid,West,App,33,13.68,3.46,1,5,13.68,0
105102,Prepaid,Central,Store,31,13.08,8.44,0,1,13.08,0
105103,Postpaid,Central,Store,30,23.75,23.3,0,2,28.5,0
105104,Family,North,Partner,37,45.52,8.02,2,4,45.52,0
105105,Postpaid,East,Web,34,40.27,16.28,0,4,42.07,0
105106,Prepaid,Central,App,23,16.47,0.2,1,6,16.47,0
105107,Prepaid,North,App,42,11.62,8.92,2,1,11.62,0
105108,Postpaid,East,App,18,27.98,16.78,1,3,29.99,0
105109,Family,East,App,69,39.7,23.8,1,3,44.66,0
105110,Prepaid,East,Partner,49,13.76,5.59,0,1,13.76,1
105111,Postpaid,West,Store,21,25.67,8.02,0,2,25.67,0
105112,Family,North,Web,50,35.45,1.56,2,1,35.45,0
105113,Business,West,App,70,53.45,34.06,2,2,62.72,1
105114,Prepaid,South,Partner,56,14.41,8.99,2,4,14.41,1
105115,Business,West,Partner,57,40.68,18.63,2,6,43.47,0
105116,Postpaid,East,Web,16,28.47,19.18,1,2,31.49,1
105117,Family,North,App,14,35.34,11.95,1,2,35.34,0
105118,Prepaid,Central,Web,41,19.28,9.56,1,3,19.28,1
105119,Postpaid,West,Partner,21,32.92,29.85,0,2,40.42,0
105120,Postpaid,South,App,9,28.66,20.75,2,4,32.34,0
105121,Prepaid,South,Partner,66,9.7,7.84,1,5,9.7,1
105122,Postpaid,East,Partner,25,32.47,14.51,0,4,33.53,1
105123,Postpaid,Central,App,58,32.32,24.37,2,3,37.52,0
105124,Postpaid,South,App,53,28.3,11.75,2,2,28.3,0
105125,Prepaid,Central,App,11,19.95,3.76,2,1,19.95,1
105126,Postpaid,South,Store,14,32.22,23.86,0,2,37.2,0
105127,Prepaid,West,Partner,43,25.01,8.29,0,4,25.01,0
105128,Family,South,Web,45,27.36,15.37,1,3,28.78,0
105129,Business,North,App,20,63.65,24.37,2,1,68.85,0
105130,Prepaid,Central,Store,12,14.87,12.21,0,1,14.96,1
105131,Prepaid,North,Store,46,20.41,9.32,2,0,20.41,0
105132,Prepaid,Central,Store,18,17.92,11.5,1,3,17.92,1
105133,Postpaid,North,Web,13,24.93,20.68,0,3,28.58,0
105134,Family,South,Web,28,35.67,16.25,0,1,37.45,0
105135,Postpaid,Central,App,26,30.3,22.84,1,2,34.85,0
105136,Prepaid,West,App,29,17.3,13.41,1,6,17.89,1
105137,Prepaid,North,Partner,28,14.04,9.85,1,4,14.04,0
105138,Prepaid,West,App,41,14.38,6.02,1,3,14.38,0
105139,Family,North,Store,39,45.76,25.1,0,6,51.26,0
105140,Postpaid,Central,Partner,3,30.07,21.8,0,1,34.19,0
105141,Postpaid,North,Web,18,34.62,0.2,2,2,34.62,0
105142,Prepaid,East,Web,37,16.72,2.65,0,2,16.72,1
105143,Business,North,App,53,61.64,14.0,1,4,62.47,1
105144,Prepaid,West,Store,3,11.63,11.01,1,0,11.63,1
105145,Family,Central,Web,59,40.11,17.81,0,6,42.55,0
105146,Family,West,App,7,49.78,12.15,1,2,49.84,1
105147,Postpaid,South,App,47,34.85,14.15,0,1,35.76,1
105148,Family,South,App,16,42.27,28.82,1,2,49.33,1
105149,Prepaid,North,Store,66,26.04,7.68,0,4,26.04,1
105150,Postpaid,Central,Partner,50,24.26,23.0,0,3,28.88,0
105151,Prepaid,North,Web,57,22.06,14.62,1,2,23.16,1
105152,Postpaid,West,App,59,31.24,9.28,1,2,31.24,0
105153,Prepaid,South,App,4,19.85,14.81,2,4,21.03,1
105154,Prepaid,Central,Store,61,27.83,6.94,0,2,27.83,0
105155,Prepaid,East,Store,7,14.24,7.17,1,3,14.24,1
105156,Prepaid,East,App,40,13.84,1.46,1,4,13.84,1
105157,Postpaid,Central,Partner,48,28.39,8.86,4,3,28.39,1
105158,Postpaid,Central,Partner,65,16.86,16.84,3,2,18.89,0
105159,Prepaid,East,Partner,52,21.42,5.82,1,2,21.42,1
105160,Business,West,App,52,48.16,25.16,2,0,53.69,0
105161,Business,West,Web,70,53.88,28.19,1,3,60.68,0
105162,Prepaid,East,Web,2,14.51,4.43,1,1,14.51,0
105163,Postpaid,North,Store,1,24.68,16.73,0,2,26.66,1
105164,Postpaid,West,App,14,31.5,18.07,0,2,34.05,0
105165,Family,West,App,18,44.21,17.57,2,2,46.55,0
105166,Postpaid,North,App,36,32.65,12.15,0,0,32.71,0
105167,Family,South,Partner,60,31.42,24.75,3,2,36.77,0
105168,Prepaid,West,Web,29,12.1,9.27,1,4,12.1,1
105169,Prepaid,North,Partner,65,22.67,13.34,1,6,23.23,1
105170,Postpaid,West,Store,47,28.76,14.45,2,2,29.78,0
